PERMIS_label0,ACV_label0,SEX_label0,STATUT_label0,CSP_label0,USAGE_label0,AGECOND_label0,K8000_label0,RM_label0,CAR_label0,CLA_label0,ALI_label0,ENE_label0,VIT_label0,SEGM_label0,GARAGE_label0,__joinsource_column_name__
-31.863729092555793,-44.06491209148203,1.252372589553918E-7,3.69125049874848E-7,-0.15420896911627463,0.12017470131651875,-0.04317311448888541,0.14211784329823487,2.462270070008177E-7,-8.331002606046441E-7,1.679981368835838E-7,0.5677018406444905,-0.30882090018927655,0.2064193692381251,3.437173251752575E-7,1.2352488454325794E-7,1846
-57.55874196222962,-0.14196508748228265,9.143424820253663E-8,-4.499647064480664E-8,-4.135929250541266,0.7447721577352441,-0.08634552129506838,0.19920554501878393,3.9587728709685057E-7,9.275118732931265E-7,0.015719842648867752,22.52797224901,0.06024679941571298,0.23502588079795347,-4.3044978342641846E-8,4.835186189211527E-7,284
-31.88898862377933,-43.99912108538194,1.3977319767311378E-6,8.76105965936727E-7,-0.1304756940947443,1.3966434512221844E-6,-0.03228062440918273,0.1421144269121509,6.847118628844445E-7,1.0932957879560745E-6,7.310820192364723E-7,-4.781328999567144,-0.30882191277842563,8.662679147917865E-7,9.355299974525065E-7,7.939366639675427E-7,989
-23.507095901457824,-89.1822937349306,3.5018324081213566E-8,1.254711660850872E-7,-0.036475547381956366,2.9709784921056383E-7,-0.009263014807654856,1.4263559351432358E-8,-1.2433147768963894E-7,-5.942117685224093E-7,1.5153685665102555E-7,0.5677020727326695,-0.19166835239496555,2.3857324542008426E-8,3.314388237339034E-8,-1.0335634215152822E-7,797
-25.049972537459194,-72.73110400433222,3.2867679568332596E-7,1.2345919906716844E-6,-0.08885564135100549,0.09001813765036545,-0.043171188224462496,0.0996014438901502,7.491989999837113E-7,1.0271055659076437E-6,1.1118479388706782E-6,0.567701394949095,-0.1995639561404912,1.3881934915110161E-6,-0.006713029403627565,6.233261444776872E-7,1050
-31.863731142985475,-44.126969343800425,1.2221707772695174E-7,-2.5943751512747266E-8,-1.612416924023459E-7,0.6579714699274741,-0.04317289807233533,0.14211851825512514,0.07088845264038492,-2.7702267515038106E-7,-6.069721923758066E-7,0.5677010408115996,-0.3088198119963296,0.20642000053058712,-0.006713122012523065,2.2951280698180199E-7,1974
-57.55180253042387,-0.14196291442581455,1.271929047830534E-7,-2.817635503337096E-7,-4.267961958277274,0.8072492463062763,-0.0863471818708891,0.19920850754219982,0.4739049186150244,-9.766721165552133E-8,6.813707574022238,26.856379252461178,0.06024586760942493,2.1860963274259836E-8,5.8129415849364016E-8,-6.487742254535078E-8,806
-23.789738504624488,-96.35004221645801,8.718110946284894E-7,1.2180481460667345E-6,-0.0771045932692219,1.1523381472399324E-6,-0.043172214354909574,0.09960158026784796,8.527883546083486E-7,9.216557879598806E-7,7.473094837940827E-7,0.5677031248930787,-0.1916697029814863,0.10845201872309661,-0.00671268689246632,1.1154379535582848E-6,465
-47.57948225413154,-0.7844203642635494,9.333676323987872E-7,2.7727039700578895E-7,-0.15420785631622358,0.1445571010062708,-0.08634582886098578,0.19920447850435286,7.450198683814987E-7,1.1270921900420768E-6,1.9296206061025254E-6,0.5676996146817614,-0.3833376138326497,1.3793005863086417E-6,1.3536714297269572E-6,5.14979227261847E-7,409
-23.789738945102,-96.19624927479059,4.5748057713616676E-7,3.887363471659892E-7,-0.07710474017252876,1.2123847376521013E-6,-0.043171913576860156,1.0219077470234753E-6,0.023336187301020724,8.841888991435136E-7,9.944138096558387E-7,-4.811756951382031,-0.1916698510495739,1.394417766689851E-6,1.5966658705078646E-6,9.122950643813965E-7,1983
-23.78973687005023,-96.25369155928692,6.097945418013173E-8,-9.100377346090162E-8,-0.07710429307504367,-2.8577769821635595E-7,-0.043173461527368714,0.09960529652284004,-0.012107254779254392,2.2699807137129448E-7,3.6228265007762265E-7,-4.811756093624486,-0.19166861653968592,-1.1583802428366857E-8,-0.006713725946403749,-3.0987008869942656E-7,1580
-23.77894567731698,-96.51093346914331,6.101459119247968E-7,1.1806833621297883E-6,-0.07710515160847851,6.473821327290366E-7,-0.04317236448103978,0.09960088427941206,0.02333564889975354,1.0577815444243356E-6,1.016757340482856E-6,0.5677027417585455,0.030123219951880477,1.114052866044493E-6,-0.0067129832431702,1.2891148770677319E-6,1392
-47.60953161012959,-0.8050447260244021,1.0505594880927056E-6,7.543233758969551E-7,-0.1542096417991416,0.14455922033147428,-0.08634657130100666,0.19920429223797748,0.07088752619903829,0.020625817302429128,1.3464684323306982E-6,0.5676994112066621,0.060244928728339045,8.335577171903743E-7,-0.013424285214639977,2.3265540960437647E-7,1920
-23.789739116947203,-89.8022710421436,8.758722397456717E-7,7.987323861974394E-7,-0.07710429860066376,0.0768366344011073,-0.0431720199449036,0.09960175591432575,0.02333648639058365,1.2057161095876128E-6,5.998191705924869E-7,0.5677042839083741,-0.1916694046653501,1.444956578767254E-6,0.004062747422523913,9.070784727782666E-7,1088
-47.57947581428877,-0.8344917026366208,1.256509984636E-6,1.303545412478552E-6,-0.2367744303900401,0.8488514428569209,-0.086345383105947,0.1992052007908133,8.818497469782417E-7,1.1128248224323587,2.7087851976766877,0.5677005550602491,-0.38333899608867184,1.245242047542568E-6,1.047935506599936E-6,1.3096220570218975E-6,1685
-55.18739069237171,-0.14195911137822037,-2.0941298939919414E-7,-6.479048563258946E-7,-0.39892972614874894,0.14455964089859427,-0.7410112477153408,0.19921041665489858,176.29130072831717,3.2847603077825296E-7,-2.9525204255252234E-7,0.5677009474094327,-0.3833368568191552,-1.4973524376960735E-7,-3.330131986918072E-8,3.409006836818662E-7,1383
-23.789738405650713,-96.6462664867722,6.21759740324591E-7,4.654524847557299E-7,-0.07710418057968671,0.07683724115856222,-0.04317270707326181,0.09960339833586682,6.065259955380258E-7,-4.3633394033012976E-7,1.1071111857019533E-7,0.5677019580336627,0.030123726270231077,0.10845275516772432,3.76206867365832E-8,1.9918232396776148E-7,193
-23.789736972689663,-96.32141539389134,-7.988012937401588E-8,1.4953464119193983E-7,-0.07710392749284542,0.07228075697842325,-0.04317267971563821,0.09960539162378719,-0.012108221209718465,-3.2961997124542426E-7,-1.4489867281211598E-7,-4.816313605472126,-0.1916682604448133,-4.0195649312582556E-8,-0.006713531608005594,2.626999702215471E-7,183
-31.8990834356023,-44.02556695533483,2.079728385753339E-7,-1.3071237054556876E-7,-0.1542064270669614,0.12017537371479461,-0.043172361943239874,0.14212167277428683,-1.1777100180192149E-7,2.387111917581953E-7,5.993405750327222E-9,-2.249090122652805E-7,-0.3088205228638495,5.293586742931594E-7,-0.006713731560042792,-3.8663071677547123E-7,779
-23.778948301091184,-89.98785638466792,6.304740339571568E-7,5.550363607946488E-7,-0.07710471599246321,0.4567500170931489,-0.043172251332801115,0.09960080936266377,-0.0024215574743466843,9.462948433769701E-7,1.4271114346211928E-6,0.5677026787611936,-0.19167016321520822,9.833347446269395E-7,1.267425506310169E-6,7.928887839625531E-7,394
