PERMIS_0,ACV_0,SEX_0,STATUT_0,CSP_0,USAGE_0,AGECOND_0,K8000_0,RM_0,CAR_0,CLA_0,ALI_0,ENE_0,VIT_0,SEGM_0,GARAGE_0,PERMIS_1,ACV_1,SEX_1,STATUT_1,CSP_1,USAGE_1,AGECOND_1,K8000_1,RM_1,CAR_1,CLA_1,ALI_1,ENE_1,VIT_1,SEGM_1,GARAGE_1,PERMIS_2,ACV_2,SEX_2,STATUT_2,CSP_2,USAGE_2,AGECOND_2,K8000_2,RM_2,CAR_2,CLA_2,ALI_2,ENE_2,VIT_2,SEGM_2,GARAGE_2,__joinsource_column_name__
-0.009441213054681617,0.014806751074408896,-2.6778465916070526E-4,0.0011519979449570684,0.0025975720611606037,-0.0024297976004470172,0.006064373160590066,0.0028386901597299277,-0.003864592281220897,-0.003032387481742791,-0.0012441770420984967,0.015945934033967647,0.013376976378057674,-0.004203044448409431,-0.006930236420221129,-1.840514791099715E-4,0.010656954962419835,-0.01694935200792109,2.28875697429025E-4,-0.001336174251353532,-0.0030160607432852485,0.0028390940237761567,-0.006890719133471803,-0.0034544319640767733,0.004225681463090387,0.003524421412349751,0.001525636020403225,-0.01793214221634042,-0.014900080753649446,0.004519130575048712,0.007766043288449457,1.7738115756836537E-4,0.0012576345723974986,-0.0017844219109181035,1.1381235128926231E-4,-1.1241446175265977E-4,-2.725242264289381E-4,2.3250164702645588E-4,-7.695897409103709E-4,-1.2024428320655496E-4,6.51960227276786E-4,2.8546020418160724E-4,4.078507199366139E-5,-0.002250212979732586,-0.002027739832243011,7.979608815321711E-4,0.0010028156601722782,5.1724040521222616E-5,1604
-0.004133591358632859,0.022527421881306756,8.467304359300498E-4,-9.218031352572491E-4,-0.003284560161387228,1.2868910329319532E-5,-0.010525089297134999,-0.0018670082136389133,-0.005740442027443035,-0.003131967890471168,-0.0019844383269220626,0.017455123707588473,0.01294625712345801,-0.00192425758125667,-0.007488185714288187,7.238451400473998E-4,0.004190429299708407,-0.025877791586211587,-8.456424574154516E-4,9.53304969016098E-4,0.0033434329379075523,-3.212267754824875E-5,0.013033166472437206,0.0020836066890600274,0.006050570913501493,0.00358803377780777,0.0020777328154488873,-0.01942383743987002,-0.014390385418779114,0.0018269637475726924,0.00818333359242876,-6.940653697984356E-4,0.0011302128539846564,-0.0022816894981027842,-2.0700277531029637E-4,2.1201804881481356E-4,7.775711496528732E-4,2.5592094681499676E-5,-1.7864469536997757E-4,2.550909960560664E-4,0.0011565520310377064,3.4006917394372344E-4,4.111649067875845E-4,-0.002513837932314036,-0.001840764494788998,5.883004528920019E-4,0.001223305726431882,-2.2069828493628276E-4,86
-0.004787118003279906,-0.09841524941172242,0.0017133091553240656,0.0015962773544154953,1.4331070904990823E-4,0.0046683790586931895,0.008060509544517603,-0.005258393948836753,-0.002094075183448125,-0.0035866053085165136,-0.003498586449660383,0.0012592605517350191,0.006233468596051223,-0.002927041793553086,-8.097185137336468E-5,-0.001563918109893453,0.005781979390846006,0.10605605558440936,-0.0016643596521035235,-0.0016845782577320702,-5.854826558169086E-4,-0.004023431991268841,-0.008530394130763721,0.006245597426367615,0.002435893140918641,0.0040883084686112355,0.0035821202857499687,-0.0015430605433708422,-0.006322399054653574,0.002818458677281809,1.6637181444710555E-4,0.0015960773008544954,-1.6257726553246854E-7,0.014087600145081657,-4.0661190975930004E-4,-2.0571684700807115E-4,4.3208926531765557E-4,-0.0015784567100924948,-8.945996247867155E-4,1.5697475762004802E-4,1.3441884239207255E-4,2.4016171263833188E-4,7.655576632436832E-4,2.2313879506736674E-5,-0.0012162751994236008,7.221472184575535E-4,-2.550406637582761E-5,2.8299758543247865E-4,87
-0.00992475280334023,-0.11621304262496009,0.0015155909923956548,-0.002948895931251311,-0.010360971136154947,-0.004142156805126694,-0.013615249027174006,-0.005699809302587524,-0.004413649342729006,-0.006884262421889244,-0.001308127065114206,-0.00855924469215867,-0.005425016989984504,-0.016344932429333554,-0.004034035948612262,-3.078285764403499E-4,0.010338197033436384,0.12866659425867338,-0.0017630560319083228,0.0033294517823152306,0.011261547629889162,0.004734231937185273,0.01580294940483388,0.006005421297772091,0.005180488142911871,0.007789216173027514,0.0014373459616890815,0.009215244421007318,0.005846960148927849,0.0184014207830879,0.004528803878094515,-3.518103832972075E-4,0.0014384366081257962,0.010755737768873962,-1.468740661890041E-4,9.389029511360757E-5,8.278292486414219E-4,-4.8723047986335406E-5,0.0011756803899125856,7.864626979069213E-4,-1.9536994576628463E-5,2.482540319271871E-4,2.924581593008522E-5,7.477106017272858E-4,3.8644274892084436E-4,6.169887409149366E-4,4.321446797784459E-6,8.272705063839848E-4,1882
-0.009644375742840673,-0.09950566761514254,-7.898825935598646E-4,9.83154439346002E-4,-0.003759316502097783,0.006015142186391176,-0.001679437228366139,-0.006324993500243987,3.3373536307733517E-4,-0.0055052583509812725,-0.00451114780964713,0.0018634432032663456,0.006590963829462989,-3.7104207227016314E-4,-0.0022273145025972366,-7.305606210485649E-4,0.010691756646414323,0.10663364615632148,0.00126213405855474,-8.742785231318476E-4,0.003803429985926401,-0.005370822991673889,0.0021083723587473867,0.00734314295275605,-6.182284174269879E-4,0.006376286520357589,0.004292384594826221,-0.0018056203391903429,-0.00681961848527122,6.520922924044899E-4,0.0025117202108102953,7.811888127109146E-4,0.00162083682976051,0.01468950260974711,-2.899340582039856E-4,-2.9366865784553615E-4,7.313079493080349E-4,-0.001826621790360932,-2.7281125298895414E-4,2.8536429176563035E-4,1.5991155264634784E-4,2.428337785140497E-4,0.001152169123511225,-5.599613425184087E-4,-0.001121487237136545,-2.279469989784874E-4,2.1741785857935477E-4,8.014831120504648E-5,133
-0.010301830005098513,-0.022642661384354643,0.0011722727894245889,5.513900907583438E-4,-0.0022304209459277544,1.6550551485530274E-4,0.007874992636313211,0.004023187324781238,-0.004172288415167353,4.186928407269566E-4,-0.008608750687303528,8.573033020960383E-4,-0.0013161777360316247,-0.002478068389894796,0.003380794242652996,-0.003683254283312863,0.01132515420123393,0.02579061616573573,-0.0012796367890509865,-5.763689866903806E-4,0.002760392992647956,1.279280035527551E-6,-0.007713168439316474,-0.0047606456608124325,0.004427532830341666,-4.75995289309543E-6,0.009594763629474213,-0.0013094814184352415,0.001616804374185948,0.0026750143263340777,-0.0036118964268470406,0.003986430786076349,0.0014969067594132674,0.0023631397205328875,-1.7953662806069264E-4,-1.0767879408739058E-4,1.770972532167152E-5,-2.0830353034985267E-4,-0.0020624783264995505,-2.3173506375221307E-4,7.734372883392926E-4,-5.185244516294895E-4,0.0011112464491578003,2.5077972164294393E-4,-2.345749153542983E-6,4.0448013561820143E-4,-5.952250884353846E-4,6.083221391519405E-4,869
-0.0020804728819152508,0.01559885970618765,0.0019209295423391658,0.0011251183149522457,-8.148473930232981E-4,0.0024389441370029703,0.0011431489876058969,-0.0018333995992989912,-0.017256035053921204,-9.052296342181988E-4,-0.0032029291405873466,0.003297890966760666,7.255399687570885E-4,9.99426428268339E-4,2.1115045585852454E-6,0.0019995331248938,0.002287989723712263,-0.018153777853850996,-0.0020083218530410453,-0.0011508467241107378,8.048023350491979E-4,-0.0025326454286514915,-9.893763823638384E-4,0.0023127824917373537,0.01967913772592224,0.0010011698989527708,0.0031414793937556795,-0.003784738580555275,-8.675132214243997E-4,-0.0012725172278894492,-1.5333296201599123E-4,-0.0021757483286894666,2.3682861687784141E-4,-0.001364953095458045,-4.0092718417831407E-4,-2.7543455172137493E-4,2.3084147986713894E-4,-5.211703163048067E-4,-3.452519540275036E-4,-2.906901796557346E-6,0.0018511529429006005,1.3773046934446973E-4,9.013392536872248E-4,-3.6278294589001445E-4,-3.971395153161272E-5,1.814057447086748E-5,1.7382805353419764E-4,-3.458250262914688E-4,1675
-0.0034226810051885934,-0.1008125062468697,0.004100707744364344,0.0022804706021956928,-0.0015021914212187853,0.0060007512294661695,-3.3733922806743254E-4,-0.002788156955593555,0.00530609241703373,-0.002004987919340635,-0.0023089191957727274,0.0034701672871817607,0.0030932517630847815,-0.0010028397295190757,4.5118042703702296E-4,-0.002524320821417611,0.003396671116743973,0.10861190745769558,-0.004169141142231745,-0.002265197496682437,0.0012509756684415364,-0.005542719089300755,7.059765295657914E-4,0.0033544413108159573,-0.0062477542823658515,0.002505572325809216,0.0020437866262613636,-0.0038136457431323964,-0.0028845356149440507,0.0010627301571504901,-3.4818671049230567E-4,0.0025360490907765237,0.0013736869392411404,0.014539577165763356,-7.589071741167114E-4,-4.212767381185945E-4,5.318187041531113E-4,-0.0016387537086064977,-4.8582931561573625E-4,3.474871235074973E-5,-1.680440624641597E-4,-1.3999078531480978E-4,8.003968501288945E-4,-4.505279468390583E-4,-7.989919863589346E-4,2.8540849118644966E-4,-1.5319676655993906E-4,4.4711081428559785E-4,598
-0.00595770083943988,0.013806714690475511,-9.188237991754682E-5,4.351468418623597E-4,0.002432172286806339,0.001937065241175822,-0.006621490895319366,-0.002237060248876248,-0.003753457048191545,-0.0029624195464267905,3.81419786232136E-4,-0.0014630706710801135,-0.0029143720977278277,-0.0015881743539814027,-1.0145445560888618E-4,-0.003860960106174288,0.006554655959920227,-0.016103648156145747,5.299556071796462E-5,-4.599501016613509E-4,-0.003401532228800654,-0.0018362345349972986,0.005506171566333464,0.0026742281763261354,0.004365304464390587,0.003975323941224288,2.928199293722206E-4,0.0014207929772293646,0.003487436480195483,0.0011983391209856858,-6.999392274234441E-5,0.004346116937681766,0.001012163560156041,-0.0010984145219260972,7.410606995330848E-5,-8.529709741022166E-5,4.1750053283182674E-4,-5.732497522010403E-4,0.0027745297005481134,1.107219820511905E-4,2.470852385842752E-4,-2.9372652076259354E-4,-7.874560310260491E-4,4.224629177015944E-4,1.455974209429889E-4,8.158925594951663E-4,1.9081477271420437E-4,4.7555261770290853E-4,890
0.008049952179750035,-0.04242870971428432,-1.2606274336969767E-4,-6.715687393865807E-4,0.0019460065113488306,-0.003120370165401354,-0.009358742460131216,-0.005518543789113767,-0.002925122968711563,-0.0049292677686297,-9.654064816710119E-4,-0.005862556285724662,0.006561035550165352,-0.0038023722363248885,0.0010195118134860579,-0.003413298187834729,-0.009170711427549546,0.04843354628957456,1.758189676756076E-4,7.031335716895677E-4,-0.00245339144854573,0.003636359498170209,0.01155109931462349,0.006381444420885721,0.0026460705463755983,0.005194863975453036,0.0010415591003588172,0.006249375982168484,-0.007000668871535641,0.004279561591967171,-7.266646862499887E-4,0.0038626370270233024,-4.307460634486108E-4,0.0037156527910902027,-1.9226742395505946E-5,1.0632571608666509E-4,8.848282225895965E-5,2.1621422303107565E-4,1.0101912865253885E-4,3.584995474604073E-4,0.0010024361511596642,8.536079274563678E-4,1.363064423773448E-4,9.390728998584552E-4,-0.0010992394009871783,3.859122560778157E-4,-5.160731937119677E-4,3.5105658152483846E-4,1691
