PERMIS_0,ACV_0,SEX_0,STATUT_0,CSP_0,USAGE_0,AGECOND_0,K8000_0,RM_0,CAR_0,CLA_0,ALI_0,ENE_0,VIT_0,SEGM_0,GARAGE_0,PERMIS_1,ACV_1,SEX_1,STATUT_1,CSP_1,USAGE_1,AGECOND_1,K8000_1,RM_1,CAR_1,CLA_1,ALI_1,ENE_1,VIT_1,SEGM_1,GARAGE_1,__joinsource_column_name__
-0.04439180311836481,0.6763865981124104,-0.007550707049240918,7.820864216180552E-4,-0.03117518590005261,-0.07974173193677413,-0.0223156283796513,-0.21141308353304905,0.1127710396261319,9.14441946330254E-4,0.023612973777398866,-0.046681083190622794,-0.005083861943723658,0.09310691859772624,-0.003560736822229521,0.009312363023299852,0.04439180311836504,-0.6763865981124103,0.007550707049240886,-7.820864216183656E-4,0.031175185900052575,0.07974173193677424,0.022315628379651217,0.21141308353304908,-0.1127710396261319,-9.144419463302304E-4,-0.02361297377739873,0.04668108319062287,0.00508386194372371,-0.09310691859772623,0.0035607368222295172,-0.009312363023299908,1229
-0.026342550672007903,0.9123286537262287,0.005595816162889874,-4.232529317356511E-4,0.020145101879668476,-0.01099090668706011,5.803564987791752E-4,-0.16020858404138952,0.04067090621584753,0.003643835551487836,-0.011261586036960097,0.008696051419036373,0.04398115274511555,0.23487697710301947,0.01444273689534031,0.005097999740059755,0.026342550672007848,-0.912328653726229,-0.005595816162889869,4.2325293173593997E-4,-0.020145101879668188,0.010990906687059893,-5.80356498779392E-4,0.16020858404138974,-0.04067090621584752,-0.0036438355514876617,0.011261586036959995,-0.008696051419036252,-0.0439811527451156,-0.23487697710301952,-0.014442736895340131,-0.0050979997400601995,117
-0.06303122742392166,0.08054517637945131,0.0047579276079290885,7.241651331115609E-4,-0.037946161081840325,-0.007606321475243545,-0.005228703666481646,-0.2724284431658861,0.036084462951947456,-3.347500762864038E-5,-5.671683746897529E-4,-0.05248317010098379,-0.012667913956858581,-3.1147433180324846E-4,2.924430624798067E-4,0.0063494754377212415,0.06303122742392167,-0.08054517637945133,-0.004757927607929099,-7.241651331115898E-4,0.037946161081840304,0.007606321475243545,0.005228703666481716,0.2724284431658861,-0.03608446295194741,3.3475007628704045E-5,5.671683746897532E-4,0.05248317010098376,0.012667913956858599,3.1147433180322325E-4,-2.9244306247979237E-4,-0.0063494754377213525,1212
-0.038678618618026024,0.8813079265860513,0.0034793682577733093,6.398313455629564E-5,-0.0025569885611202744,-0.07787205094420319,-0.016390344245656278,-0.22885958114006583,-2.8847661094130863E-4,0.050396233690144475,-6.233433632898161E-4,-0.0438166022953029,-0.0022536493350762965,-7.675381699837442E-5,0.0038046787049151546,3.2520828693116677E-4,0.03867861861802608,-0.8813079265860513,-0.003479368257773087,-6.398313455629564E-5,0.002556988561120219,0.07787205094420319,0.016390344245656472,0.22885958114006588,2.8847661094116985E-4,-0.05039623369014464,6.233433632897884E-4,0.0438166022953029,0.0022536493350761577,7.675381699842993E-5,-0.003804678704915127,-3.252082869312778E-4,776
-0.015823167591199457,0.8287782534259212,-0.022904965584210568,4.8137738953728595E-4,-0.007115587586826058,-6.005699763966397E-4,-0.0026191881199975663,0.10344544408178806,0.09831238307492869,0.003413294660526075,0.023954822876021457,0.35995912991786677,0.02605236039636542,0.06592076598357417,-2.855661963697877E-4,0.006901709858801119,0.01582316759119976,-0.8287782534259212,0.022904965584210298,-4.8137738953750236E-4,0.007115587586825955,6.005699763964796E-4,0.0026191881199975186,-0.10344544408178823,-0.09831238307492866,-0.0034132946605262907,-0.023954822876021617,-0.35995912991786666,-0.026052360396365524,-0.0659207659835742,2.855661963696852E-4,-0.006901709858799565,652
-0.06068930754451949,0.07803942187922343,0.004013765371419699,-2.7092591094441727E-4,-0.038232427893375644,-0.008111948788163173,-0.005129570859328496,-0.27277601415370345,0.03950600683527051,0.001314209761191831,4.7534812603324585E-4,-0.05486416608557503,-0.012228165072860581,-7.283919283621512E-4,-0.0018771538626193708,0.005846797733711717,0.06068930754451947,-0.07803942187922351,-0.004013765371419637,2.7092591094442974E-4,0.03823242789337567,0.008111948788163193,0.005129570859328524,0.27277601415370345,-0.039506006835270606,-0.0013142097611918346,-4.7534812603314557E-4,0.054864166085575095,0.012228165072860555,7.283919283622424E-4,0.001877153862619321,-0.005846797733711717,618
-0.029800675533066773,0.9264587604266356,0.004244296089326313,4.3929649626642177E-4,0.03761869804231997,-0.006982944828383774,-0.0033339521461920093,-0.21431763689607572,0.08456471390481721,0.0036474129393249863,0.03778949153739986,-0.05506407500292719,-0.011927096367225483,0.12028175789961966,0.0011232377997388307,0.014669387480944707,0.029800675533066704,-0.9264587604266356,-0.004244296089326507,-4.392964962667271E-4,-0.037618698042319834,0.006982944828383719,0.0033339521461921203,0.21431763689607555,-0.08456471390481707,-0.003647412939325042,-0.03778949153739986,0.055064075002927024,0.011927096367225372,-0.12028175789961955,-0.0011232377997389418,-0.01466938748094404,1051
-0.06703696959626676,0.08243843381206334,-0.007086397682668831,-4.0630021130590776E-5,-0.04416050511195346,-0.06783282368305936,-0.02026014478729167,-0.26268163782612575,-1.4629998778982714E-4,-0.012101023006771627,6.363273958009022E-5,-0.04779881888660711,-0.004749677197001838,0.0011495019128823058,0.006689325555787143,0.005715843419482336,0.06703696959626687,-0.08243843381206323,0.007086397682668942,4.06300211306335E-5,0.044160505111953435,0.06783282368305928,0.02026014478729165,0.2626816378261259,1.462999877898146E-4,0.012101023006771667,-6.363273958016128E-5,0.04779881888660711,0.0047496771970018505,-0.0011495019128823164,-0.006689325555787138,-0.005715843419482669,186
-0.042344550465730664,0.6145243663752264,0.003882881225247153,0.0016237078864317592,-0.025210999725445393,-0.009721516804219043,-0.0068670375762867565,-0.21158119512515494,0.05234014409097152,6.396393183028317E-5,0.0028855015652079373,-0.018357603064417687,0.03198318272819234,-0.001273648970769952,-0.0020958210384687224,9.653212738524597E-4,0.042344550465730595,-0.6145243663752264,-0.003882881225247269,-0.0016237078864318188,0.02521099972544533,0.009721516804218927,0.006867037576286752,0.21158119512515483,-0.052340144090971624,-6.39639318302622E-5,-0.0028855015652078865,0.018357603064417707,-0.031983182728192255,0.0012736489707698925,0.002095821038468939,-9.653212738520711E-4,359
-0.1284518908023637,0.69580866546934,0.0032177267155048196,2.878913082343645E-4,0.00946686363448676,-0.012935603621024654,-0.016895139059884906,-0.2216864272709009,2.2057866309323196E-4,-0.06369858476383605,-0.04750321806227284,-0.009216573185409475,0.019178892746859615,-0.002971796278997273,0.002110156378924038,0.004011566987171505,0.12845189080236363,-0.6958086654693398,-0.003217726715504851,-2.878913082343398E-4,-0.009466863634486847,0.012935603621024678,0.01689513905988479,0.22168642727090104,-2.2057866309317938E-4,0.06369858476383597,0.047503218062272944,0.009216573185409553,-0.019178892746859817,0.0029717962789974073,-0.0021101563789239566,-0.0040115669871717,823
