PERMIS_0,ACV_0,SEX_0,STATUT_0,CSP_0,USAGE_0,AGECOND_0,K8000_0,RM_0,CAR_0,CLA_0,ALI_0,ENE_0,VIT_0,SEGM_0,GARAGE_0,PERMIS_1,ACV_1,SEX_1,STATUT_1,CSP_1,USAGE_1,AGECOND_1,K8000_1,RM_1,CAR_1,CLA_1,ALI_1,ENE_1,VIT_1,SEGM_1,GARAGE_1,__joinsource_column_name__
-0.0020537291579127417,-0.05650013678210166,0.0021112107678722307,-2.5681041218631346E-4,-5.692655034732309E-5,-0.03483141097655014,-5.319684147119259E-6,-0.07959909593631762,3.2151962648155444E-4,-0.01594253653312456,-0.00205512400007437,0.0020508336718332663,-3.176900086791733E-4,0.0025957410247014687,0.0030629019609911164,7.968489167942128E-5,0.0020537291579127218,0.05650013678210167,-0.002111210767872243,2.568104121863498E-4,5.692655034735142E-5,0.03483141097655014,5.319684147085638E-6,0.07959909593631764,-3.215196264814934E-4,0.01594253653312455,0.002055124000074401,-0.0020508336718332507,3.1769000867919585E-4,-0.002595741024701464,-0.0030629019609911042,-7.968489167942128E-5,1958
-0.003794014237443485,0.07242471994806123,0.0044795435927157895,-0.0018519477635381382,-2.9771319720944462E-5,-3.0888953358729214E-5,-0.0011098846677730922,0.0427387859742068,0.01949538203112409,0.0010046163706033417,-5.455718669182212E-4,-0.013855737373310808,-0.0018363451518348328,0.005085365414273777,0.0058003516611372565,-3.723494403870542E-5,0.003794014237443467,-0.07242471994806114,-0.004479543592715783,0.00185194776353814,2.9771319720956693E-5,3.0888953358744555E-5,0.001109884667773083,-0.04273878597420676,-0.019495382031124078,-0.0010046163706033063,5.455718669182472E-4,0.013855737373310821,0.0018363451518348356,-0.005085365414273785,-0.005800351661137243,3.72349440385944E-5,1664
-0.022031231727758623,-0.06724479681094638,0.0015189656549005697,-0.0011516820976482085,-0.014279797630026719,0.008065971873368893,-0.004748772714085586,-0.07683517615338747,-7.874297346963697E-4,-2.87074316137991E-4,0.001799003435482488,-0.023350799487050884,-0.0045914922135993,0.0023737639137563936,-1.343707801522733E-4,1.604427437980338E-4,0.02203123172775857,0.06724479681094638,-0.0015189656549005684,0.0011516820976482202,0.014279797630026722,-0.00806597187336891,0.004748772714085625,0.07683517615338747,7.874297346963815E-4,2.8707431613801996E-4,-0.0017990034354824584,0.023350799487050912,0.004591492213599301,-0.0023737639137563988,1.3437078015225755E-4,-1.6044274379800605E-4,363
-0.0077011509357972335,1.6010757011458016E-4,-0.006890396493574269,5.136072803106266E-4,-0.005447824662063157,0.012208248620098824,9.4745388819871E-4,0.03917955050171848,0.037697737797984854,0.002186787736822035,-0.01074982065112545,0.0020446786746868566,-4.398286029632687E-4,0.0018478510949717555,0.0076804803582498785,-0.0016451866570424828,0.007701150935797247,-1.6010757011458016E-4,0.006890396493574261,-5.136072803105912E-4,0.005447824662063162,-0.012208248620098817,-9.474538881987164E-4,-0.03917955050171847,-0.03769773779798485,-0.0021867877368220334,0.010749820651125458,-0.002044678674686858,4.398286029632606E-4,-0.0018478510949717503,-0.007680480358249874,0.0016451866570425105,1131
-7.071661274089934E-4,-0.06864464920718345,0.0023570070939220576,1.3250898097261812E-4,-6.585744328729698E-5,-0.031046737798478687,3.0825617035512044E-4,-0.05894475265906466,-0.0014891667160968599,0.007504531728719129,0.002682780315544294,0.01790133091083052,0.00562975141258245,0.06934660338133994,0.012153332657846558,9.847992442180847E-5,7.07166127409038E-4,0.06864464920718344,-0.002357007093922064,-1.325089809726522E-4,6.585744328730799E-5,0.031046737798478705,-3.082561703550643E-4,0.05894475265906463,0.0014891667160968707,-0.0075045317287191085,-0.0026827803155443,-0.017901330910830508,-0.005629751412582432,-0.06934660338133997,-0.012153332657846582,-9.847992442176684E-5,1138
-0.03371753478440024,-0.061102618856569126,0.005295120816228259,4.320434176693722E-4,1.7892107129228847E-4,-3.6544887064976156E-5,-0.00973631533769857,0.04289336405353316,7.109119653744265E-4,6.934405446837496E-4,-0.003553590995014858,-0.01977770695415036,0.003611094177302237,0.033575355920578705,-0.006040621391986644,-5.577612081713451E-5,0.03371753478440021,0.06110261885656913,-0.005295120816228269,-4.320434176694074E-4,-1.78921071292289E-4,3.654488706499461E-5,0.009736315337698592,-0.042893364053533146,-7.109119653744148E-4,-6.934405446837554E-4,0.003553590995014854,0.01977770695415034,-0.003611094177302241,-0.03357535592057867,0.006040621391986634,5.577612081712757E-5,115
5.02098791900764E-4,0.16404737801259867,-0.002946961082282296,-9.424534124684484E-4,0.004932164326471481,-0.029654758455363295,4.51546524610428E-4,-0.05869122421080046,0.015253080971058243,0.022752953384616515,-0.006422068827066625,0.0026086403901487824,0.004051496163725664,7.830983488279102E-4,0.003200817956688154,-0.008551605764939074,-5.020987919007629E-4,-0.16404737801259867,0.0029469610822822614,9.424534124684761E-4,-0.004932164326471509,0.02965475845536338,-4.5154652461040025E-4,0.05869122421080043,-0.015253080971058253,-0.022752953384616498,0.006422068827066639,-0.002608640390148824,-0.004051496163725664,-7.830983488279172E-4,-0.003200817956688133,0.008551605764939033,1276
-0.020324202817591057,0.15963771730194914,-0.005621831008255405,-3.2347368325902175E-5,-0.019739653079437352,0.007365292733603384,-0.04066840404584978,-0.050838952599168645,-0.005470956428405099,8.394416982003566E-4,9.154516978093687E-4,0.11964481326336568,0.013389707854065989,0.0018192341254427706,3.1838350785756177E-4,-3.2171879241454926E-5,0.020324202817591057,-0.15963771730194912,0.005621831008255494,3.234736832592865E-5,0.01973965307943737,-0.007365292733603419,0.04066840404584976,0.050838952599168666,0.00547095642840509,-8.394416982003646E-4,-9.15451697809349E-4,-0.11964481326336564,-0.013389707854066039,-0.0018192341254427162,-3.183835078575766E-4,3.2171879241399415E-5,437
-0.014932092437030631,0.07407767664669895,-0.0034507770057417507,-0.004202092518875017,0.0020709853677173674,0.007897191097961899,-6.223521252643942E-4,-0.060663983767818584,-5.559685896932515E-4,-4.936259743718716E-4,0.021459526661889005,-0.021579876562796536,-0.0058027487122361094,-0.0019933702721523497,-5.214411389844542E-4,8.70216151432901E-5,0.014932092437030633,-0.07407767664669894,0.0034507770057417477,0.004202092518875017,-0.002070985367717357,-0.007897191097961897,6.223521252644258E-4,0.060663983767818605,5.559685896932935E-4,4.936259743718984E-4,-0.02145952666188902,0.021579876562796554,0.005802748712236169,0.001993370272152362,5.214411389844715E-4,-8.702161514332479E-5,1612
-0.0019408900841303561,0.1646973128000601,-0.005559211263322348,0.0012602215141583539,-7.594946301842204E-5,0.007529599914024846,2.0059483096435054E-4,0.04108957010952152,0.006534718959295527,9.512918876397002E-4,-0.005156311184228394,-0.017589458808983414,-0.002835680659708095,-0.0031745166555905216,0.007091504363953977,-0.004767490697810212,0.0019408900841303305,-0.16469731280006003,0.005559211263322331,-0.0012602215141583422,7.594946301848717E-5,-0.007529599914024863,-2.0059483096432668E-4,-0.04108957010952154,-0.006534718959295502,-9.512918876396758E-4,0.005156311184228474,0.017589458808983376,0.0028356806597081004,0.0031745166555905103,-0.007091504363953968,0.004767490697810073,969
-0.003947632425922508,-0.09096305892169848,-0.007481999024792858,7.032586113749977E-4,-6.611835505907332E-5,-5.144786195247752E-5,-0.0013989966103349573,0.03380307083499347,0.008663951115092435,0.004081631777117942,0.0036027015046013237,0.1125364679933152,0.016809885487644467,0.03610266212451372,0.0010318590035004933,-2.2158213647816005E-6,0.003947632425922472,0.09096305892169845,0.00748199902479285,-7.032586113750095E-4,6.611835505908579E-5,5.1447861952477733E-5,0.0013989966103349699,-0.03380307083499341,-0.00866395111509243,-0.004081631777117943,-0.003602701504601363,-0.11253646799331522,-0.016809885487644484,-0.03610266212451367,-0.0010318590035004772,2.2158213647816005E-6,1668
-0.007564271130006907,-0.07369648277480531,0.0015748794241982182,-0.002866143295036328,6.50062495483125E-5,-0.028101289688505678,-6.539839911292536E-4,-0.09083056377399491,0.00437281350213592,-1.0848611068462217E-4,2.4201796411135978E-4,-0.07629867553896696,-0.0025270928462726014,0.002286523924866639,0.0017600361733750448,2.6573462712842222E-5,0.00756427113000695,0.07369648277480527,-0.0015748794241982034,0.0028661432950363294,-6.500624954831823E-5,0.028101289688505695,6.539839911292263E-4,0.09083056377399495,-0.004372813502135898,1.0848611068465777E-4,-2.4201796411135162E-4,0.07629867553896696,0.0025270928462725953,-0.0022865239248666446,-0.001760036173375023,-2.657346271278671E-5,1628
-0.003684097981302684,0.16934807674283148,0.002280169687985694,-1.319723578690121E-4,5.0342254868629985E-5,0.007932496023788203,-0.0019064533094354766,-0.0445926975432026,0.01577379428056887,0.005640780917637084,0.017927477789932315,0.1341357010455717,0.01300100942688681,0.01851900280848518,0.001484298154147972,-1.0860380377430978E-4,0.0036840979813026796,-0.16934807674283148,-0.0022801696879856405,1.319723578690091E-4,-5.0342254868618404E-5,-0.007932496023788179,0.001906453309435475,0.04459269754320259,-0.01577379428056885,-0.005640780917637072,-0.017927477789932315,-0.1341357010455717,-0.013001009426886806,-0.01851900280848517,-0.0014842981541479399,1.0860380377425427E-4,1495
5.325046848669072E-4,-0.04822984897223209,-0.006535041948324355,9.603382100191033E-4,0.0017229571099048994,0.00929747481232125,0.0017170416269352937,0.04465398705260307,-0.002351604347210322,0.001321912678476748,-0.004269281184292495,0.003510987077914981,0.0016669646749054806,-0.007656787670784758,0.008864314251656,-1.1847983072022818E-5,-5.32504684866904E-4,0.04822984897223211,0.006535041948324373,-9.603382100191109E-4,-0.0017229571099048855,-0.009297474812321243,-0.0017170416269352783,-0.04465398705260308,0.0023516043472103154,-0.0013219126784767467,0.004269281184292518,-0.0035109870779149893,-0.001666964674905473,0.007656787670784787,-0.00886431425165597,1.1847983072037563E-5,900
1.0269703907384952E-5,0.17008007678505963,0.0024152149484640904,-4.238695640038224E-4,5.320124371519272E-4,8.193529451550355E-6,-6.672449057797128E-6,-0.06007044434772837,-0.007445637721630592,0.002557791580386669,7.338921521904096E-4,0.005939398947684019,3.731133698215125E-4,-0.0014797194813818864,0.00411271170090208,1.2620443208988252E-5,-1.026970390737816E-5,-0.1700800767850597,-0.0024152149484640475,4.2386956400383203E-4,-5.320124371519586E-4,-8.193529451575172E-6,6.67244905775865E-6,0.06007044434772838,0.007445637721630539,-0.0025577915803866595,-7.338921521903571E-4,-0.005939398947684037,-3.731133698215085E-4,0.0014797194813818827,-0.004112711700902069,-1.2620443208821719E-5,1385
-0.014410171451752746,-0.06870939859327677,0.0014904777111830888,-0.0032630042718563915,4.8260505164592884E-5,-5.268921412139163E-5,-8.487745267560086E-4,-0.08328896918976494,0.0041440640736086515,4.073987764354669E-4,-3.098856048370163E-4,-0.07956957525495198,-0.0025636704774988895,0.0013198525491076904,-3.181737519087761E-4,-1.281785266171176E-4,0.014410171451752737,0.06870939859327677,-0.0014904777111830888,0.003263004271856395,-4.8260505164596354E-5,5.26892141213951E-5,8.48774526756019E-4,0.08328896918976499,-0.004144064073608672,-4.0739877643545305E-4,3.0988560483703016E-4,0.07956957525495197,0.002563670477498879,-0.0013198525491077042,3.1817375190875183E-4,1.2817852661708984E-4,225
0.010639003126046917,0.1498848646329798,-0.002916355410993328,9.96244373731168E-5,-1.4597971696625397E-5,1.8754879310647877E-4,9.073196359170698E-4,-0.0436058575246589,0.03040303136376348,0.004724514144059973,0.01670942926251857,0.1300032106001627,0.012958146002323902,0.015312256946774024,0.010181228700356428,-3.892185972720341E-5,-0.010639003126046867,-0.1498848646329798,0.0029163554109932796,-9.962443737308905E-5,1.4597971696680908E-5,-1.875487931065204E-4,-9.07319635917049E-4,0.04360585752465895,-0.03040303136376349,-0.00472451414405998,-0.0167094292625186,-0.13000321060016276,-0.012958146002323881,-0.015312256946774017,-0.010181228700356463,3.892185972725892E-5,615
